Keyword,Rank,Name,OriginalPrice,DiscountPrice,FinalPrice,RocketBadge,Arrival,FreeShipping,ReviewCount,Points,StockStatus,Link,ImgUrl
스카프,,허블리 여성 면 손수건 스카프 쁘띠 머플러,"15,000원","6,900원","6,900원",판매자배송,도착 보장,N,,345원,,https://www.coupang.com/vp/products/9063210921?itemId=26610908427&vendorItemId=93584177113&sourceType=srp_product_ads&clickEventId=2b013070-bf81-11f0-8fb2-b19bfdbde627&korePlacement=15&koreSubPlacement=11&clickEventId=2b013070-bf81-11f0-8fb2-b19bfdbde627&korePlacement=15&koreSubPlacement=11,
스카프,,모나코 여성 실크 느낌 쁘띠 데일리 70x70 정사각 스카프 머플러 4종 세트 (4개 1세트),"30,000원","16,500원","16,500원",판매자배송,도착 보장,Y,,825원,,https://www.coupang.com/vp/products/8617055848?itemId=24997668701&vendorItemId=91939754485&sourceType=srp_product_ads&clickEventId=2b013070-bf81-11f0-9352-f47759401c2e&korePlacement=15&koreSubPlacement=12&clickEventId=2b013070-bf81-11f0-9352-f47759401c2e&korePlacement=15&koreSubPlacement=12,
스카프,7,국내산 부드러운 롱 스카프 아사 면,"16,800원","10,200원","10,200원",판매자배송,도착 보장,N,,510원,,https://www.coupang.com/vp/products/8725779682?itemId=26820089265&vendorItemId=93790279120&q=스카프&searchId=f833f3f42680368&sourceType=search&itemsCount=36&searchRank=12&rank=12,
스카프,8,70X70 여성 봄 가을 쁘띠 스카프 3세트,"19,800원","9,680원","9,680원",,도착 예정,Y,,484원,품절임박,https://www.coupang.com/vp/products/8022208983?itemId=22417422148&vendorItemId=89462189470&q=스카프&searchId=f833f3f42680368&sourceType=search&itemsCount=36&searchRank=13&rank=13,
스카프,9,우브레 쁘띠 스카프 2종 세트,"29,750원","8,400원","8,400원",판매자배송,도착 보장,N,,420원,,https://www.coupang.com/vp/products/7959067228?itemId=22001588775&vendorItemId=89049112192&q=스카프&searchId=f833f3f42680368&sourceType=search&itemsCount=36&searchRank=14&rank=14,
스카프,10,HIURETME 여성 따뜻한 어깨 대형 숄 스카프,"13,800원","10,800원","10,800원",판매자배송,도착 보장,N,,540원,,https://www.coupang.com/vp/products/9057727407?itemId=26590090251&vendorItemId=93563402915&q=스카프&searchId=f833f3f42680368&sourceType=search&itemsCount=36&searchRank=15&rank=15,
스카프,16,메리앤유 소프트터치 웨이브 디테일 투톤 배색 스카프 국산,"25,000원","15,800원","15,800원",판매자배송,도착 보장,N,,790원,,https://www.coupang.com/vp/products/9058052607?itemId=26591396572&vendorItemId=91548924576&q=스카프&searchId=f833f3f42680368&sourceType=search&itemsCount=36&searchRank=16&rank=16,
스카프,17,[4종세트] 허블리 여성 부드러운 자석버클 사각 쁘띠 스카프 머플러,"32,000원","12,800원","12,800원",판매자배송,도착 보장,N,,640원,,https://www.coupang.com/vp/products/9150851620?itemId=26945480387&vendorItemId=93914888617&q=스카프&searchId=f833f3f42680368&sourceType=search&itemsCount=36&searchRank=17&rank=17,
스카프,18,미디엄템포 부드럽고 네추럴한 사계절 무지 롱 스카프 피그먼트 브리즈 / 국내제작 면 레이온 소재로 부드럽고 피부에 편안 봄 가을 검정 블랙 스카프,,"18,800원","18,800원",판매자배송,도착 보장,N,,940원,,https://www.coupang.com/vp/products/1272365658?itemId=2277322904&vendorItemId=79539493237&q=스카프&searchId=f833f3f42680368&sourceType=search&itemsCount=36&searchRank=18&rank=18,
스카프,19,오아델 페이즐리 실크 반다나 고급 두건 사각 스카프 70X70cm,"23,040원","8,600원","8,600원",판매자배송,도착 보장,N,,430원,품절임박,https://www.coupang.com/vp/products/8980904975?itemId=26293936778&vendorItemId=93277533158&q=스카프&searchId=f833f3f42680368&sourceType=search&itemsCount=36&searchRank=19&rank=19,
스카프,,워너비 투톤 스카프 간절기 겨울용,"24,900원","12,900원","12,900원",판매자배송,도착 보장,N,,645원,,https://www.coupang.com/vp/products/8315275554?itemId=23997188179&vendorItemId=91018082363&sourceType=srp_product_ads&clickEventId=2b013070-bf81-11f0-aafe-8c241bb5df86&korePlacement=15&koreSubPlacement=21&clickEventId=2b013070-bf81-11f0-aafe-8c241bb5df86&korePlacement=15&koreSubPlacement=21,
스카프,,[3종 세트] 간절기 쁘띠 방도 스카프 데일리 쉬폰 70X70 정사각 미니 스카프 하객룩,"23,900원","13,800원","13,800원",,도착 예정,Y,,690원,,https://www.coupang.com/vp/products/9105747675?itemId=26771349398&vendorItemId=93742078733&sourceType=srp_product_ads&clickEventId=2b013070-bf81-11f0-913c-9d09cc5f54fd&korePlacement=15&koreSubPlacement=22&clickEventId=2b013070-bf81-11f0-913c-9d09cc5f54fd&korePlacement=15&koreSubPlacement=22,
스카프,22,로튼 국내제작 삼각 무지 스카프 머플러 면 심플 우아함 봄 스카프 여성 남성,"13,700원","8,650원","8,650원",판매자배송,도착 보장,N,,433원,,https://www.coupang.com/vp/products/8584811282?itemId=24886721972&vendorItemId=91893521261&q=스카프&searchId=f833f3f42680368&sourceType=search&itemsCount=36&searchRank=22&rank=22,
스카프,23,1+1 에이엔이엠 고급 실크 여성 패션 사각스카프 4컬러,,"6,900원","6,900원",,도착 예정,Y,,345원,,https://www.coupang.com/vp/products/8645821599?itemId=25093949160&vendorItemId=92097620741&q=스카프&searchId=f833f3f42680368&sourceType=search&itemsCount=36&searchRank=23&rank=23,
스카프,24,2종세트 바바 프리미엄 자석버클 쁘띠 사각 스카프,"29,900원","8,800원","8,800원",,도착 예정,Y,,440원,,https://www.coupang.com/vp/products/8540920480?itemId=24727854281&vendorItemId=91736880972&q=스카프&searchId=f833f3f42680368&sourceType=search&itemsCount=36&searchRank=24&rank=24,
스카프,25,70X70 여성 봄 가을 쁘띠 스카프,"5,980원","2,500원","2,500원",,도착 예정,Y,,108원,,https://www.coupang.com/vp/products/8022154678?itemId=22417264530&vendorItemId=89462031851&q=스카프&searchId=f833f3f42680368&sourceType=search&itemsCount=36&searchRank=25&rank=25,
스카프,26,바비수 뉴잉 헤링 코튼 체크 스카프,,"19,800원","19,800원",로켓배송,도착 보장,Y,,990원,,https://www.coupang.com/vp/products/9009183255?itemId=26405783664&vendorItemId=93381939245&q=스카프&searchId=f833f3f42680368&sourceType=search&itemsCount=36&searchRank=26&rank=26,
스카프,27,마리앙 마름모 스카프 가을스카프 롱스카프 여성스카프 뜨왈 플라워 배색 간절기 스카프,"26,000원","23,800원","23,800원",판매자배송,도착 보장,Y,,"1,190원",,https://www.coupang.com/vp/products/9103806387?itemId=26764478427&vendorItemId=93810578662&q=스카프&searchId=f833f3f42680368&sourceType=search&itemsCount=36&searchRank=27&rank=27,
스카프,28,아펙토 우아한 자석 버클 스카프 2종 세트,"7,900원","4,900원","4,900원",로켓배송,도착 보장,Y,,245원,,https://www.coupang.com/vp/products/8837460296?itemId=25754169332&vendorItemId=92742417349&q=스카프&searchId=f833f3f42680368&sourceType=search&itemsCount=36&searchRank=28&rank=28,
스카프,29,온더레드 러블리 레이어드 롱스카프,"32,000원","8,890원","8,890원",판매자배송,도착 보장,N,,445원,,https://www.coupang.com/vp/products/8437333354?itemId=24403111462&vendorItemId=91418006264&q=스카프&searchId=f833f3f42680368&sourceType=search&itemsCount=36&searchRank=29&rank=29,
스카프,30,엘르온 여성 고급 패션 사각스카프 2종세트 스카프링 포함,"25,000원","9,900원","9,900원",판매자배송,도착 보장,N,,495원,,https://www.coupang.com/vp/products/8283240035?itemId=23882296111&vendorItemId=90905155235&q=스카프&searchId=f833f3f42680368&sourceType=search&itemsCount=36&searchRank=30&rank=30,
스카프,31,깨비다 스타 별 반다나 두건 스카프,"9,200원","3,650원","3,650원",로켓배송,도착 보장,Y,,183원,,https://www.coupang.com/vp/products/9018977529?itemId=26442358870&vendorItemId=93627776748&q=스카프&searchId=f833f3f42680368&sourceType=search&itemsCount=36&searchRank=31&rank=31,
스카프,32,소울린느 쁘띠사이즈 실크소재 스카프 (33종류),"19,900원","7,900원","7,900원",판매자배송,도착 보장,N,,395원,,https://www.coupang.com/vp/products/7970137501?itemId=22070793759&vendorItemId=89118138736&q=스카프&searchId=f833f3f42680368&sourceType=search&itemsCount=36&searchRank=32&rank=32,
스카프,33,쿠앤 여성 70cm 스카프 정사각 여성스카프 4종 세트,"40,000원","15,900원","15,900원",판매자배송,도착 보장,N,,795원,,https://www.coupang.com/vp/products/7871856275?itemId=21506454980&vendorItemId=88579179945&q=스카프&searchId=f833f3f42680368&sourceType=search&itemsCount=36&searchRank=33&rank=33,
스카프,34,살림코드 쁘띠테일 진주자석 실크 스카프 1+1 미니스카프,,"15,890원","15,890원",판매자배송,,N,,,품절,https://www.coupang.com/vp/products/9128956218?itemId=26859323419&vendorItemId=93829022504&q=스카프&searchId=f833f3f42680368&sourceType=search&itemsCount=36&searchRank=34&rank=34,
스카프,,"[TV홈쇼핑정품 인포벨]앙드레김 실크핏 전주링 원터치 스카프 자석 마그네틱 가을 부모님 파리 스카피 머플러, 오션 화이트+플라워 그린+홀스 브라운, 1세트",,"29,900원","29,900원",,도착 예정,Y,,"1,495원",,https://www.coupang.com/vp/products/9136232463?itemId=26888956257&vendorItemId=93838551187&sourceType=srp_product_ads&clickEventId=2b013070-bf81-11f0-ab07-51fc7d451784&korePlacement=15&koreSubPlacement=37&clickEventId=2b013070-bf81-11f0-ab07-51fc7d451784&korePlacement=15&koreSubPlacement=37,
키링,,"iiGEN 몬스터 인형 키링, 7cm, 랜덤발송, 24개","48,000원","30,000원","30,000원",로켓배송,도착 보장,Y,,"1,500원",,https://www.coupang.com/vp/products/8151341930?itemId=23198251859&vendorItemId=90409827183&sourceType=srp_product_ads&clickEventId=6051b7e0-bf81-11f0-927d-361717a1cb63&korePlacement=15&koreSubPlacement=1&clickEventId=6051b7e0-bf81-11f0-927d-361717a1cb63&korePlacement=15&koreSubPlacement=1,
키링,1,"다은랜드 귀여운 곰돌이 키링 베어 열쇠고리 차키링 스트랩형 키홀더, 그린, 1개","16,800원","8,740원","8,740원",판매자배송,도착 보장,N,,437원,,https://www.coupang.com/vp/products/9122187053?itemId=26833472203&vendorItemId=86546370201&q=키링&searchId=cd03a5b22428485&sourceType=search&itemsCount=36&searchRank=1&rank=1,
키링,2,"다다랜드 뚠빵한 카피바라 동물 인형 키링, 12cm, 오리튜브카피바라, 1개",,"2,950원","2,950원",로켓배송,도착 보장,Y,,148원,,https://www.coupang.com/vp/products/7983834510?itemId=25010081005&vendorItemId=92015065357&pickType=COU_PICK&q=키링&searchId=cd03a5b22428485&sourceType=search&itemsCount=36&searchRank=2&rank=2,
키링,3,"프리미엄 자동차 키링 키홀더 스트랩 가방 키링, 블랙, 1개","17,500원","10,800원","10,800원",,도착 예정,Y,,540원,,https://www.coupang.com/vp/products/8821314389?itemId=25707943798&vendorItemId=92696902425&q=키링&searchId=cd03a5b22428485&sourceType=search&itemsCount=36&searchRank=3&rank=3,
키링,,"야채과일키링 양모펠트 열쇠고리 가방꾸미기템 가성비선물템 백참 키홀더, 납작복숭아, 1개","13,000원","10,800원","10,800원",판매자배송,도착 보장,N,,540원,,https://www.coupang.com/vp/products/8723519632?itemId=25341216395&vendorItemId=90822911700&sourceType=srp_product_ads&clickEventId=6051b7e0-bf81-11f0-8e4c-7280a794a6e2&korePlacement=15&koreSubPlacement=5&clickEventId=6051b7e0-bf81-11f0-8e4c-7280a794a6e2&korePlacement=15&koreSubPlacement=5,
키링,,"클로베 네잎클로버 키링 수능 선물 답례품 10set 30set, 딥그린+그린, 10세트","48,000원","3,980원","3,980원",판매자배송,도착 보장,Y,,"1,990원",,https://www.coupang.com/vp/products/8448034397?itemId=24438924388&vendorItemId=91453015959&sourceType=srp_product_ads&clickEventId=6051b7e0-bf81-11f0-b61d-b31533b084db&korePlacement=15&koreSubPlacement=6&clickEventId=6051b7e0-bf81-11f0-b61d-b31533b084db&korePlacement=15&koreSubPlacement=6,
키링,4,"랜덤 뽑기 순덕이 아크릴 키 링 35개(박스) 다이어리 핸드폰 가방 열쇠 고리 단체 선물, 1박스, 상세페이지 참조","35,000원","26,830원","26,830원",판매자배송,도착 보장,Y,,"1,341원",,https://www.coupang.com/vp/products/8032831538?itemId=22685499512&vendorItemId=89509209721&q=키링&searchId=cd03a5b22428485&sourceType=search&itemsCount=36&searchRank=6&rank=6,
키링,5,"네가좋은 라부부 콜라 케이스 팝마트 라부부 인형 키링 호환 1개, 고급형 쉐이크 콜라 1개","33,000원","4,900원","4,900원",판매자배송,도착 보장,Y,,245원,,https://www.coupang.com/vp/products/8950683133?itemId=26181588864&vendorItemId=93161120114&q=키링&searchId=cd03a5b22428485&sourceType=search&itemsCount=36&searchRank=7&rank=7,
키링,,"야채과일키링 양모펠트 열쇠고리 가방꾸미기템 가성비선물템 백참 키홀더, 체리, 1개","12,000원","8,900원","8,900원",판매자배송,도착 보장,N,,445원,,https://www.coupang.com/vp/products/8723519632?itemId=25341216378&vendorItemId=90822911727&sourceType=srp_product_ads&clickEventId=6051b7e0-bf81-11f0-ad98-9f060ee0b817&korePlacement=15&koreSubPlacement=9&clickEventId=6051b7e0-bf81-11f0-ad98-9f060ee0b817&korePlacement=15&koreSubPlacement=9,
키링,6,"귀염뽀짝 디저트 랜덤 키링 24개(박스) 홀더 가방 열쇠 고리 친구 단체 선물, 1세트, 6종 랜덤 24개","36,000원","27,000원","27,000원",판매자배송,도착 보장,Y,,"1,350원",,https://www.coupang.com/vp/products/8904728474?itemId=26006083072&vendorItemId=92988116601&q=키링&searchId=cd03a5b22428485&sourceType=search&itemsCount=36&searchRank=9&rank=9,
키링,,[메이크포켓] 스트랩키링 제작,,"2,500원","2,500원",,도착 예정,Y,,240원,,https://www.coupang.com/vp/products/132857963?itemId=390654597&vendorItemId=3950367945&sourceType=srp_product_ads&clickEventId=6051b7e0-bf81-11f0-9c0f-e99976307957&korePlacement=15&koreSubPlacement=11&clickEventId=6051b7e0-bf81-11f0-9c0f-e99976307957&korePlacement=15&koreSubPlacement=11,
키링,,"클로베 네잎클로버 키링 수능 선물 답례품 10set 30set, 딥그린+그린, 30세트","144,000원","3,054원","3,054원",판매자배송,도착 보장,Y,,"4,581원",,https://www.coupang.com/vp/products/8448034397?itemId=24438924386&vendorItemId=91453015951&sourceType=srp_product_ads&clickEventId=6051def0-bf81-11f0-9706-c30603585384&korePlacement=15&koreSubPlacement=12&clickEventId=6051def0-bf81-11f0-9706-c30603585384&korePlacement=15&koreSubPlacement=12,
키링,7,"애니버니 랜덤 아크릴 키 링 36개(박스) 홀더 핸드폰 가방 열쇠 고리 친구 단체 선물, 1세트","36,000원","25,380원","25,380원",판매자배송,도착 보장,Y,,"1,269원",,https://www.coupang.com/vp/products/8522456825?itemId=24673933066&vendorItemId=91684133988&q=키링&searchId=cd03a5b22428485&sourceType=search&itemsCount=36&searchRank=12&rank=12,
키링,8,"프리미엄 자동차 키링 키홀더 스트랩 가방 키링, 그린, 1개","17,500원","9,900원","9,900원",판매자배송,도착 보장,N,,480원,,https://www.coupang.com/vp/products/8821314389?itemId=25707943795&vendorItemId=92830576097&q=키링&searchId=cd03a5b22428485&sourceType=search&itemsCount=36&searchRank=13&rank=13,
키링,9,"생활양식 1+1 자동차 명품 가죽 키링 브라운, 2개","13,000원","4,400원","4,400원",,도착 예정,Y,,440원,,https://www.coupang.com/vp/products/1228382406?itemId=2220723945&vendorItemId=70218413472&q=키링&searchId=cd03a5b22428485&sourceType=search&itemsCount=36&searchRank=14&rank=14,
키링,10,산리오 정품 키티실버키링 실버키티 키티 키링 10cm,,"9,900원","9,900원",판매자배송,도착 보장,N,,495원,,https://www.coupang.com/vp/products/9014454153?itemId=26426739400&vendorItemId=93421041579&q=키링&searchId=cd03a5b22428485&sourceType=search&itemsCount=36&searchRank=15&rank=15,
키링,16,버블리데이 소풍가는 갸우뚱 오리 키링,,"3,240원","3,240원",로켓배송,도착 보장,Y,,162원,,https://www.coupang.com/vp/products/6869190251?itemId=16427144336&vendorItemId=90131748924&q=키링&searchId=cd03a5b22428485&sourceType=search&itemsCount=36&searchRank=16&rank=16,
키링,17,"패링치즈 귀여운 헬스 키링 열쇠고리, 1개, 헬스바이올렛","19,800원","9,900원","9,900원",판매자배송,도착 보장,N,,495원,,https://www.coupang.com/vp/products/9021783720?itemId=26453206261&vendorItemId=93428620847&q=키링&searchId=cd03a5b22428485&sourceType=search&itemsCount=36&searchRank=17&rank=17,
키링,18,"iiGEN 몬스터 인형 키링, 7cm, 랜덤발송, 24개","48,000원","30,000원","30,000원",로켓배송,도착 보장,Y,,"1,500원",,https://www.coupang.com/vp/products/8151341930?itemId=23198251859&vendorItemId=90409827183&q=키링&searchId=cd03a5b22428485&sourceType=search&itemsCount=36&searchRank=18&rank=18,
키링,19,"유령 인형 찾기 랜덤 키링 12개(박스) 홀더 핸드폰 가방 열쇠 고리 친구 단체 선물, 1세트, 랜덤12개","36,000원","28,800원","28,800원",판매자배송,도착 보장,Y,,"1,440원",,https://www.coupang.com/vp/products/8642235542?itemId=25080856374&vendorItemId=92084758101&q=키링&searchId=cd03a5b22428485&sourceType=search&itemsCount=36&searchRank=19&rank=19,
키링,,"엘리어즈 키링부자재 D형 고리 액세서리 키링, 100개, 실버","33,000원",145원,145원,판매자배송,도착 보장,N,,725원,,https://www.coupang.com/vp/products/8462089985?itemId=24480811674&vendorItemId=91495439054&sourceType=srp_product_ads&clickEventId=6051def0-bf81-11f0-a3f2-aff49ee980a3&korePlacement=15&koreSubPlacement=21&clickEventId=6051def0-bf81-11f0-a3f2-aff49ee980a3&korePlacement=15&koreSubPlacement=21,
키링,,"이카이즈 시바견 12띠키링 피규어 자동차 키홀더 가방고리 열쇠고리, 호랑이띠, 1개","8,330원","6,820원","6,820원",판매자배송,도착 보장,N,,341원,,https://www.coupang.com/vp/products/8751431120?itemId=25417740292&vendorItemId=91476263304&sourceType=srp_product_ads&clickEventId=6051def0-bf81-11f0-8d19-877878931167&korePlacement=15&koreSubPlacement=22&clickEventId=6051def0-bf81-11f0-8d19-877878931167&korePlacement=15&koreSubPlacement=22,
키링,22,"캐치티니핑 티니핑 페이스 봉제 키링, 8cm, 랜덤발송, 1개","7,500원","5,630원","5,630원",로켓배송,도착 보장,Y,,281원,,https://www.coupang.com/vp/products/9015825078?itemId=26430974817&vendorItemId=93416587232&q=키링&searchId=cd03a5b22428485&sourceType=search&itemsCount=36&searchRank=22&rank=22,
키링,23,"핑구 보따리 스탠딩 인형 가방고리, 10cm, 블랙, 1개","8,000원","7,200원","7,200원",로켓배송,도착 보장,Y,,360원,,https://www.coupang.com/vp/products/8659897074?itemId=25135386869&vendorItemId=93041854518&q=키링&searchId=cd03a5b22428485&sourceType=search&itemsCount=36&searchRank=23&rank=23,
키링,24,"산리오 키체인 펜던트 악세사리 여자친구 선물 6종 세트, 1세트, 혼합","15,000원","9,700원","9,700원",판매자배송,도착 보장,N,,485원,,https://www.coupang.com/vp/products/8943271714?itemId=26156927347&vendorItemId=93136823664&q=키링&searchId=cd03a5b22428485&sourceType=search&itemsCount=36&searchRank=24&rank=24,
키링,25,"다다랜드 깜냥 고양이 인형 키링, 9cm, 블랙, 1개",,"2,500원","2,500원",로켓배송,도착 보장,Y,,125원,,https://www.coupang.com/vp/products/8640180089?itemId=25073328454&vendorItemId=92077358567&q=키링&searchId=cd03a5b22428485&sourceType=search&itemsCount=36&searchRank=25&rank=25,
키링,26,"주문제작 주차번호판키링 열쇠고리 스마트키홀더 자동차키링 키홀더, 개별디자인, 도담체, 기본패키지","9,860원","7,020원","7,020원",,도착 예정,Y,,351원,,https://www.coupang.com/vp/products/7298044393?itemId=18668397928&vendorItemId=85802807717&q=키링&searchId=cd03a5b22428485&sourceType=search&itemsCount=36&searchRank=26&rank=26,
키링,27,"도림 후드 곰돌이 키링 2p, 1세트, 블랙+브라운","19,900원","9,900원","9,900원",판매자배송,도착 보장,N,,495원,,https://www.coupang.com/vp/products/7420572245?itemId=19248200862&vendorItemId=86364015487&q=키링&searchId=cd03a5b22428485&sourceType=search&itemsCount=36&searchRank=27&rank=27,
키링,28,아워리빙 인형 열쇠고리 캐릭터 키링 1+1,"9,400원","4,650원","4,650원",,도착 예정,Y,,233원,,https://www.coupang.com/vp/products/8308571298?itemId=23972678981&vendorItemId=90994018281&q=키링&searchId=cd03a5b22428485&sourceType=search&itemsCount=36&searchRank=28&rank=28,
키링,29,"공식정품 월레스와 그로밋 미니 키링 인형 - 12cm, 1개","15,000원","7,660원","7,660원",판매자배송,도착 보장,N,,379원,,https://www.coupang.com/vp/products/8083045805?itemId=22799782546&vendorItemId=89834708873&q=키링&searchId=cd03a5b22428485&sourceType=search&itemsCount=36&searchRank=29&rank=29,
키링,30,"기분좋은날 귀여운 강아지 해피달 키링, 기본, 2개","10,000원","2,970원","2,970원",판매자배송,도착 보장,N,,297원,,https://www.coupang.com/vp/products/8758450703?itemId=25465475168&vendorItemId=92345366396&q=키링&searchId=cd03a5b22428485&sourceType=search&itemsCount=36&searchRank=30&rank=30,
키링,31,"빵키링 7종세트 빵냄새나는 크로아상 프레즐 말랑이 귀여운 미니 베이커리 키링 가방 열쇠고리 키홀더 가방펜던트 가방고리 자동차 삼각빵 빽꾸 크로와상키링 음식키링 관광지기념품, 1세트, 전체 옵션 1개씩 총 7개입","21,900원","13,900원","13,900원",판매자배송,도착 보장,N,,695원,,https://www.coupang.com/vp/products/9062647086?itemId=26608095145&vendorItemId=93581190091&q=키링&searchId=cd03a5b22428485&sourceType=search&itemsCount=36&searchRank=31&rank=31,
키링,32,"고급 가죽 키링 러블리 자동차 열쇠고리 가방키홀더 슬림소녀 Key chain, 화이트+그린, 2세트","93,600원","6,055원","6,055원",판매자배송,도착 보장,N,,605원,,https://www.coupang.com/vp/products/7691925881?itemId=21611966338&vendorItemId=88675556461&q=키링&searchId=cd03a5b22428485&sourceType=search&itemsCount=36&searchRank=32&rank=32,
키링,33,"키링 마스코트 봉제인형, 8.5cm, 티라노, 1개",,"6,220원","6,220원",로켓배송,도착 보장,Y,,311원,,https://www.coupang.com/vp/products/7746589341?itemId=20855198572&vendorItemId=87922699495&q=키링&searchId=cd03a5b22428485&sourceType=search&itemsCount=36&searchRank=33&rank=33,
키링,34,"아이끌레 라이스 버섯 꼬치 인형 키링 3종 세트, 6cm, 주먹밥, 버섯꼬치, 베이비캣, 1세트",,"4,900원","4,900원",로켓배송,,N,,,품절,https://www.coupang.com/vp/products/9023873186?itemId=26461076961&vendorItemId=93436380140&q=키링&searchId=cd03a5b22428485&sourceType=search&itemsCount=36&searchRank=34&rank=34,
키링,,"다은랜드 귀여운 곰돌이 키링 베어 열쇠고리 차키링 스트랩형 키홀더, 그린, 1개","16,800원","8,740원","8,740원",판매자배송,도착 보장,N,,437원,,https://www.coupang.com/vp/products/9122187053?itemId=26833472203&vendorItemId=86546370201&sourceType=srp_product_ads&clickEventId=6051def0-bf81-11f0-8f20-2a0598d5d9cc&korePlacement=15&koreSubPlacement=37&clickEventId=6051def0-bf81-11f0-8f20-2a0598d5d9cc&korePlacement=15&koreSubPlacement=37,
장우산,,남녀공용 심플베이직 자동 장우산,"24,900원","9,900원","9,900원",,도착 보장,Y,,495원,,https://www.coupang.com/vp/products/1379447438?itemId=2413555977&vendorItemId=70407963932&sourceType=srp_product_ads&clickEventId=6fc938b0-bf81-11f0-bfe5-81561e37c9ea&korePlacement=15&koreSubPlacement=1&clickEventId=6fc938b0-bf81-11f0-bfe5-81561e37c9ea&korePlacement=15&koreSubPlacement=1,
장우산,1,지브라 75사이즈 자외선 차단 대형 골프 장우산,"21,800원","10,900원","10,900원",,도착 보장,Y,,545원,,https://www.coupang.com/vp/products/1890351069?itemId=3211973019&vendorItemId=71199300491&pickType=COU_PICK&q=장우산&searchId=3d188d1b694698&sourceType=search&itemsCount=36&searchRank=1&rank=1,
