Keyword,Rank,Name,OriginalPrice,DiscountPrice,FinalPrice,RocketBadge,Arrival,FreeShipping,ReviewCount,Points,StockStatus,Link,ImgUrl
키링,16,"유령 인형 찾기 랜덤 키링 12개(박스) 홀더 핸드폰 가방 열쇠 고리 친구 단체 선물, 1세트, 랜덤12개","36,000원","28,800원","28,800원",,도착 보장,Y,,"1,440원",,https://www.coupang.com/vp/products/8642235542?itemId=25080856374&vendorItemId=92084758101&q=키링&searchId=b22f0b5e2211486&sourceType=search&itemsCount=36&searchRank=16&rank=16,
키링,17,"핑구 보따리 스탠딩 인형 가방고리, 10cm, 블랙, 1개","8,000원","7,200원","7,200원",,도착 보장,Y,,360원,,https://www.coupang.com/vp/products/8659897074?itemId=25135386869&vendorItemId=93041854518&q=키링&searchId=b22f0b5e2211486&sourceType=search&itemsCount=36&searchRank=17&rank=17,
키링,18,"산리오 키체인 펜던트 악세사리 여자친구 선물 6종 세트, 1세트, 혼합","15,000원","9,700원","9,700원",,도착 보장,N,,485원,,https://www.coupang.com/vp/products/8943271714?itemId=26156927347&vendorItemId=93136823664&q=키링&searchId=b22f0b5e2211486&sourceType=search&itemsCount=36&searchRank=18&rank=18,
키링,19,"리틀버니 랜덤 키링 18개(박스) 키홀더 다이어리 핸드폰 가방 열쇠 고리 친구 단체 선물, 1세트, 박스","36,000원","27,350원","27,350원",,도착 보장,Y,,"1,368원",,https://www.coupang.com/vp/products/8390294446?itemId=24252794744&vendorItemId=91269662510&q=키링&searchId=b22f0b5e2211486&sourceType=search&itemsCount=36&searchRank=19&rank=19,
키링,,"심플 프리미엄 스웨이드 가죽 키링 키홀더, 네이비","13,900원","6,900원","6,900원",,도착 보장,N,,345원,,https://www.coupang.com/vp/products/8562708293?itemId=24798845088&vendorItemId=91811024090&sourceType=srp_product_ads&clickEventId=686f2940-bf80-11f0-b1c4-37d28776e1d7&korePlacement=15&koreSubPlacement=21&clickEventId=686f2940-bf80-11f0-b1c4-37d28776e1d7&korePlacement=15&koreSubPlacement=21,
키링,,"Sparxio 마메치 굿즈 인형 키링 다마고치 열쇠고리, 4개","18,500원","2,375원","2,375원",,도착 보장,N,,475원,,https://www.coupang.com/vp/products/9084510512?itemId=26691088541&vendorItemId=93663094478&sourceType=srp_product_ads&clickEventId=686f5050-bf80-11f0-8f97-be54f7ea2b61&korePlacement=15&koreSubPlacement=22&clickEventId=686f5050-bf80-11f0-8f97-be54f7ea2b61&korePlacement=15&koreSubPlacement=22,
키링,22,"캐치티니핑 티니핑 페이스 봉제 키링, 8cm, 랜덤발송, 1개","7,500원","5,630원","5,630원",,도착 보장,Y,,281원,,https://www.coupang.com/vp/products/9015825078?itemId=26430974817&vendorItemId=93416587232&q=키링&searchId=b22f0b5e2211486&sourceType=search&itemsCount=36&searchRank=22&rank=22,
키링,23,"주문제작 주차번호판키링 열쇠고리 스마트키홀더 자동차키링 키홀더, 개별디자인, 도담체, 기본패키지","9,860원","7,020원","7,020원",,도착 예정,Y,,351원,,https://www.coupang.com/vp/products/7298044393?itemId=18668397928&vendorItemId=85802807717&q=키링&searchId=b22f0b5e2211486&sourceType=search&itemsCount=36&searchRank=23&rank=23,
키링,24,(정품) 멜빵 그로밋 인형 키링,,"17,500원","17,500원",,도착 보장,N,,875원,,https://www.coupang.com/vp/products/8322537167?itemId=24023008160&vendorItemId=92000361396&q=키링&searchId=b22f0b5e2211486&sourceType=search&itemsCount=36&searchRank=24&rank=24,
키링,25,"도림 후드 곰돌이 키링 2p, 1세트, 블랙+브라운","19,900원","9,900원","9,900원",,도착 보장,N,,495원,,https://www.coupang.com/vp/products/7420572245?itemId=19248200862&vendorItemId=86364015487&q=키링&searchId=b22f0b5e2211486&sourceType=search&itemsCount=36&searchRank=25&rank=25,
키링,26,"냥냥 랜덤 아크릴 키링-60EA, 랜덤 발송, 1박스",,"42,000원","42,000원",,도착 예정,Y,,"2,100원",,https://www.coupang.com/vp/products/7012719582?itemId=17144500687&vendorItemId=84317295817&q=키링&searchId=b22f0b5e2211486&sourceType=search&itemsCount=36&searchRank=26&rank=26,
키링,27,아워리빙 인형 열쇠고리 캐릭터 키링 1+1,"9,400원","4,650원","4,650원",,도착 예정,Y,,233원,,https://www.coupang.com/vp/products/8308571298?itemId=23972678981&vendorItemId=90994018281&q=키링&searchId=b22f0b5e2211486&sourceType=search&itemsCount=36&searchRank=27&rank=27,
키링,28,"공식정품 월레스와 그로밋 미니 키링 인형 - 12cm, 1개","15,000원","7,660원","7,660원",,도착 보장,N,,379원,,https://www.coupang.com/vp/products/8083045805?itemId=22799782546&vendorItemId=89834708873&q=키링&searchId=b22f0b5e2211486&sourceType=search&itemsCount=36&searchRank=28&rank=28,
키링,29,"PKFARM 네잎클로버 행운키링 열쇠고리 키홀더, 단품, 2세트","14,670원","3,300원","3,300원",,도착 보장,N,,330원,,https://www.coupang.com/vp/products/8291595623?itemId=23913120076&vendorItemId=91355544536&q=키링&searchId=b22f0b5e2211486&sourceType=search&itemsCount=36&searchRank=29&rank=29,
키링,30,"기분좋은날 귀여운 강아지 해피달 키링, 기본, 2개","10,000원","2,970원","2,970원",,도착 보장,N,,297원,,https://www.coupang.com/vp/products/8758450703?itemId=25465475168&vendorItemId=92345366396&q=키링&searchId=b22f0b5e2211486&sourceType=search&itemsCount=36&searchRank=30&rank=30,
키링,31,[공식정품] 와사비베어 (브라운) 키링 8cm 브라운베어,,"10,800원","10,800원",,도착 보장,N,,540원,,https://www.coupang.com/vp/products/9125583507?itemId=26846331884&vendorItemId=93821797791&q=키링&searchId=b22f0b5e2211486&sourceType=search&itemsCount=36&searchRank=31&rank=31,
키링,32,"고급 가죽 키링 러블리 자동차 열쇠고리 가방키홀더 슬림소녀 Key chain, 화이트+그린, 2세트","93,600원","6,055원","6,055원",,도착 보장,N,,605원,,https://www.coupang.com/vp/products/7691925881?itemId=21611966338&vendorItemId=88675556461&q=키링&searchId=b22f0b5e2211486&sourceType=search&itemsCount=36&searchRank=32&rank=32,
키링,33,"키링 마스코트 봉제인형, 8.5cm, 티라노, 1개",,"6,220원","6,220원",,도착 보장,Y,,311원,,https://www.coupang.com/vp/products/7746589341?itemId=20855198572&vendorItemId=87922699495&q=키링&searchId=b22f0b5e2211486&sourceType=search&itemsCount=36&searchRank=33&rank=33,
키링,34,"아이끌레 라이스 버섯 꼬치 인형 키링 3종 세트, 6cm, 주먹밥, 버섯꼬치, 베이비캣, 1세트",,"4,900원","4,900원",,,N,,,품절,https://www.coupang.com/vp/products/9023873186?itemId=26461076961&vendorItemId=93436380140&q=키링&searchId=b22f0b5e2211486&sourceType=search&itemsCount=36&searchRank=34&rank=34,
키링,,"심플 프리미엄 스웨이드 가죽 키링 키홀더, 베이지","13,900원","5,900원","5,900원",,도착 보장,N,,295원,,https://www.coupang.com/vp/products/8562708293?itemId=24798845082&vendorItemId=91811024106&sourceType=srp_product_ads&clickEventId=686f5050-bf80-11f0-9dc6-3afa1dcbee8e&korePlacement=15&koreSubPlacement=37&clickEventId=686f5050-bf80-11f0-9dc6-3afa1dcbee8e&korePlacement=15&koreSubPlacement=37,
장우산,,파밀로 남녀공용 파스텔 16K 튼튼한 자동 장우산,"22,300원","8,900원","8,900원",로켓배송,도착 보장,Y,,445원,,https://www.coupang.com/vp/products/6568185625?itemId=14733408372&vendorItemId=81973965327&sourceType=srp_product_ads&clickEventId=75fa4360-bf80-11f0-b61e-9b074eb2597d&korePlacement=15&koreSubPlacement=1&clickEventId=75fa4360-bf80-11f0-b61e-9b074eb2597d&korePlacement=15&koreSubPlacement=1,
장우산,1,지브라 75사이즈 자외선 차단 대형 골프 장우산,"21,800원","10,900원","10,900원",로켓배송,도착 보장,Y,,545원,,https://www.coupang.com/vp/products/1890351069?itemId=3211973019&vendorItemId=71199300491&pickType=COU_PICK&q=장우산&searchId=089f1ea42848947&sourceType=search&itemsCount=36&searchRank=1&rank=1,
장우산,2,공유 소프트 16K 튼튼한 자동 대형 장우산,"17,800원","8,900원","8,900원",로켓배송,도착 보장,Y,,445원,,https://www.coupang.com/vp/products/8643052739?itemId=25084542073&vendorItemId=92135795370&q=장우산&searchId=089f1ea42848947&sourceType=search&itemsCount=36&searchRank=2&rank=2,
장우산,3,WEEVE 프리미엄 고급 대형 장우산 24k,"30,900원","13,900원","13,900원",로켓배송,도착 보장,Y,,695원,,https://www.coupang.com/vp/products/6572722541?itemId=14759918487&vendorItemId=82000206085&q=장우산&searchId=089f1ea42848947&sourceType=search&itemsCount=36&searchRank=3&rank=3,
